sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
HN002-T2	CCDC186	10	115880621	115933991	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	212	1	FALSE	HETLOSS	PASS
HN002-T2	CCDC188	22	20135950	20138588	FALSE	36	-0.0212859013700162	9	16050500	51209250	1	2	1	1	2	1	35158750	1	449	11	5	FALSE	DIPLOID	PASS
HN002-T2	CCDC189	16	30768744	30774031	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	21	0	FALSE	DIPLOID	PASS
HN002-T2	CCDC190	1	162794248	162838605	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	177	30	FALSE	DIPLOID	PASS
HN002-T2	CCDC191	3	113682984	113775460	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	371	6	FALSE	HETLOSS	PASS
HN002-T2	CCDC192	5	127039081	127277326	FALSE	12	-0.0427246494210421	7	52640150	130828450	1	2	1	1	2	1	78188300	1	282	949	11	FALSE	DIPLOID	PASS
HN002-T2	CCDC194	19	17501318	17504967	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	14	0	FALSE	DIPLOID	PASS
HN002-T2	CCDC195	2	225568481	225581082	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	51	1	FALSE	DIPLOID	PASS
HN002-T2	CCDC196	14	66878422	66965395	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	348	97	FALSE	DIPLOID	PASS
HN002-T2	CCDC197	14	94453571	94475209	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	84	24	FALSE	DIPLOID	PASS
HN002-T2	CCDC198	14	57936019	57960585	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	98	13	FALSE	DIPLOID	PASS
HN002-T2	CCDC22	23	49091927	49106987	FALSE	37	0.817990165221837	14	60800	105171550	0.793183883159547	2	NA	0.793183883159547	2	NA	105110750	NA	525	39	0	FALSE	INDETERMINATE	PASS
HN002-T2	CCDC24	1	44457031	44462200	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	21	4	FALSE	DIPLOID	PASS
HN002-T2	CCDC25	8	27590828	27630170	FALSE	18	0.484070192086309	13	23050	146301250	0.866057241718663	3	1	0.866057241718663	3	1	146278200	2	694	157	62	FALSE	GAIN	PASS
HN002-T2	CCDC27	1	3663024	3688209	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	101	7	FALSE	DIPLOID	PASS
HN002-T2	CCDC28A	6	139094646	139114456	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	79	22	FALSE	GAIN	PASS
HN002-T2	CCDC28B	1	32665987	32670988	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	19	0	FALSE	DIPLOID	PASS
HN002-T2	CCDC3	10	12938625	13141652	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	812	212	FALSE	HETLOSS	PASS
HN002-T2	CCDC30	1	42929001	43120335	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	765	187	FALSE	DIPLOID	PASS
HN002-T2	CCDC32	15	40820882	40857256	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	146	36	FALSE	DIPLOID	PASS
HN002-T2	CCDC33	15	74495046	74628813	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	534	13	FALSE	DIPLOID	PASS
HN002-T2	CCDC34	11	27352374	27385415	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	132	1	FALSE	DIPLOID	PASS
HN002-T2	CCDC36	3	49235861	49295537	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	238	24	FALSE	HETLOSS	PASS
HN002-T2	CCDC38	12	96260826	96336752	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	303	84	FALSE	DIPLOID	PASS
HN002-T2	CCDC39	3	180320646	180588721	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	1073	182	FALSE	HETLOSS	PASS
HN002-T2	CCDC40	17	78010431	78074412	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	255	78	FALSE	DIPLOID	PASS
HN002-T2	CCDC42	17	8633252	8648537	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	61	0	FALSE	DIPLOID	PASS
HN002-T2	CCDC43	17	42750437	42767147	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	67	2	FALSE	DIPLOID	PASS
HN002-T2	CCDC47	17	61822610	61853711	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	125	29	FALSE	DIPLOID	PASS
HN002-T2	CCDC50	3	191046866	191116459	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	279	3	FALSE	HETLOSS	PASS
HN002-T2	CCDC51	3	48473574	48481866	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	33	1	FALSE	HETLOSS	PASS
HN002-T2	CCDC54	3	107096041	107097484	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	6	1	FALSE	HETLOSS	PASS
HN002-T2	CCDC57	17	80059336	80170706	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	440	12	FALSE	DIPLOID	PASS
HN002-T2	CCDC58	3	122078438	122102078	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	94	25	FALSE	HETLOSS	PASS
HN002-T2	CCDC59	12	82617460	82752584	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	540	95	FALSE	DIPLOID	PASS
HN002-T2	CCDC6	10	61548521	61666414	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	470	75	FALSE	HETLOSS	PASS
HN002-T2	CCDC60	12	119772517	119978852	FALSE	26	-0.0235805141927597	10	107758650	133840909	1	2	1	1	2	1	26082259	1	231	825	152	FALSE	DIPLOID	PASS
HN002-T2	CCDC61	19	46498719	46524576	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	103	30	FALSE	DIPLOID	PASS
HN002-T2	CCDC62	12	123258874	123312075	FALSE	26	-0.0235805141927597	10	107758650	133840909	1	2	1	1	2	1	26082259	1	231	212	6	FALSE	DIPLOID	PASS
HN002-T2	CCDC63	12	111284573	111345339	FALSE	26	-0.0235805141927597	10	107758650	133840909	1	2	1	1	2	1	26082259	1	231	243	62	FALSE	DIPLOID	PASS
HN002-T2	CCDC65	12	49297893	49325623	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	111	36	FALSE	DIPLOID	PASS
HN002-T2	CCDC66	3	56591189	56655846	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	257	61	FALSE	HETLOSS	PASS
HN002-T2	CCDC68	18	52568740	52626739	FALSE	32	-0.0383314816057619	3	10679	77999957	1	2	1	1	2	1	77989278	1	275	230	33	FALSE	DIPLOID	PASS
HN002-T2	CCDC69	5	150560613	150603706	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	172	12	FALSE	DIPLOID	PASS
HN002-T2	CCDC7	10	32735068	33171802	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	1747	333	FALSE	HETLOSS	PASS
HN002-T2	CCDC70	13	52436117	52440368	FALSE	27	-0.0405463752888811	5	19020550	115095705	1	2	1	1	2	1	96075155	1	326	17	0	FALSE	DIPLOID	PASS
HN002-T2	CCDC71	3	49199968	49203754	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	15	2	FALSE	HETLOSS	PASS
HN002-T2	CCDC71L	7	106297211	106301442	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	16	0	FALSE	GAIN	PASS
HN002-T2	CCDC73	11	32623792	32816204	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	769	176	FALSE	DIPLOID	PASS
HN002-T2	CCDC74A	2	132285248	132291239	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	24	0	FALSE	DIPLOID	PASS
HN002-T2	CCDC74B	2	130896860	130902707	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	23	0	FALSE	DIPLOID	PASS
HN002-T2	CCDC77	12	498439	551811	FALSE	24	-0.0244882540041839	6	60750	7402350	1	2	1	1	2	1	7341600	1	96	211	50	FALSE	DIPLOID	PASS
HN002-T2	CCDC78	16	772582	776954	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	17	0	FALSE	DIPLOID	PASS
HN002-T2	CCDC8	19	46913586	46916919	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	13	2	FALSE	DIPLOID	PASS
HN002-T2	CCDC80	3	112315641	112368377	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	211	35	FALSE	HETLOSS	PASS
HN002-T2	CCDC81	11	86085778	86134151	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	194	51	FALSE	DIPLOID	PASS
HN002-T2	CCDC82	11	96085933	96123120	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	149	25	FALSE	DIPLOID	PASS
HN002-T2	CCDC83	11	85566144	85631064	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	260	35	FALSE	DIPLOID	PASS
HN002-T2	CCDC84	11	118868852	118886501	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	71	1	FALSE	DIPLOID	PASS
HN002-T2	CCDC85A	2	56411258	56613308	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	809	23	FALSE	DIPLOID	PASS
HN002-T2	CCDC85B	11	65657583	65659106	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	6	0	FALSE	DIPLOID	PASS
HN002-T2	CCDC85C	14	99966517	100070363	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	415	99	FALSE	DIPLOID	PASS
HN002-T2	CCDC86	11	60609544	60618554	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	37	9	FALSE	DIPLOID	PASS
HN002-T2	CCDC87	11	66357647	66360554	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	12	1	FALSE	DIPLOID	PASS
HN002-T2	CCDC88A	2	55514978	55647031	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	528	135	FALSE	DIPLOID	PASS
HN002-T2	CCDC88B	11	64107695	64125006	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	68	0	FALSE	DIPLOID	PASS
HN002-T2	CCDC88C	14	91737667	91884188	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	586	46	FALSE	DIPLOID	PASS
HN002-T2	CCDC89	11	85395909	85397320	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	6	0	FALSE	DIPLOID	PASS
HN002-T2	CCDC9	19	47759237	47776958	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	72	2	FALSE	DIPLOID	PASS
HN002-T2	CCDC90B	11	82970139	82997450	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	110	27	FALSE	DIPLOID	PASS
HN002-T2	CCDC91	12	28286182	28734444	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	1793	495	FALSE	DIPLOID	PASS
HN002-T2	CCDC92	12	124403207	124457378	FALSE	26	-0.0235805141927597	10	107758650	133840909	1	2	1	1	2	1	26082259	1	231	216	59	FALSE	DIPLOID	PASS
HN002-T2	CCDC93	2	118673054	118771709	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	395	95	FALSE	DIPLOID	PASS
HN002-T2	CCDC96	4	7042576	7044666	FALSE	7	-0.0173170622595446	11	596600	10719950	1	2	1	1	2	1	10123350	1	115	8	1	FALSE	DIPLOID	PASS
HN002-T2	CCDC97	19	41816094	41830788	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	59	17	FALSE	DIPLOID	PASS
HN002-T2	CCDC9B	15	40623653	40633168	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	38	5	FALSE	DIPLOID	PASS
HN002-T2	CCER1	12	91299399	91348953	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	198	2	FALSE	DIPLOID	PASS
HN002-T2	CCER2	19	39399620	39402798	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	13	2	FALSE	DIPLOID	PASS
HN002-T2	CCHCR1	6	31110216	31126015	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	64	36	FALSE	GAIN	PASS
HN002-T2	CCIN	9	36169391	36171331	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	8	2	FALSE	HETLOSS	PASS
HN002-T2	CCK	3	42299317	42307699	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	34	8	FALSE	HETLOSS	PASS
HN002-T2	CCKAR	4	26483022	26492084	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	36	6	FALSE	DIPLOID	PASS
HN002-T2	CCKBR	11	6280966	6293357	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	50	23	FALSE	DIPLOID	PASS
HN002-T2	CCL1	17	32687347	32690250	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	12	4	FALSE	DIPLOID	PASS
HN002-T2	CCL11	17	32612687	32615353	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	12	1	FALSE	DIPLOID	PASS
HN002-T2	CCL13	17	32683471	32685629	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	8	2	FALSE	DIPLOID	PASS
HN002-T2	CCL14	17	34310327	34314040	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	15	2	FALSE	DIPLOID	PASS
HN002-T2	CCL15	17	34323476	34329084	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	22	2	FALSE	DIPLOID	PASS
HN002-T2	CCL15-CCL14	17	34310692	34328667	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	72	10	FALSE	DIPLOID	PASS
HN002-T2	CCL16	17	34303529	34308532	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	21	8	FALSE	DIPLOID	PASS
HN002-T2	CCL17	16	57438679	57449974	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	45	8	FALSE	DIPLOID	PASS
HN002-T2	CCL18	17	34391640	34399392	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	31	0	FALSE	DIPLOID	PASS
HN002-T2	CCL19	9	34689564	34691274	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	7	1	FALSE	HETLOSS	PASS
HN002-T2	CCL2	17	32582237	32584222	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	9	0	FALSE	DIPLOID	PASS
HN002-T2	CCL20	2	228670455	228682280	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	47	5	FALSE	DIPLOID	PASS
HN002-T2	CCL21	9	34709002	34710121	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	5	1	FALSE	HETLOSS	PASS
HN002-T2	CCL22	16	57392684	57400102	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	30	1	FALSE	DIPLOID	PASS
HN002-T2	CCL23	17	34340096	34345005	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	20	1	FALSE	DIPLOID	PASS
HN002-T2	CCL24	7	75440983	75452674	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	47	2	FALSE	GAIN	PASS
HN002-T2	CCL25	19	8117651	8127534	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	39	3	FALSE	DIPLOID	PASS
HN002-T2	CCL26	7	75398851	75419214	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	82	12	FALSE	GAIN	PASS
HN002-T2	CCL27	9	34661877	34664045	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	9	2	FALSE	HETLOSS	PASS
HN002-T2	CCL28	5	43376747	43412493	FALSE	10	-0.0431379801373945	3	10959995	52634300	1	2	1	1	2	1	41674305	1	113	143	10	FALSE	DIPLOID	PASS
HN002-T2	CCL3	17	34415602	34417515	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	8	0	FALSE	DIPLOID	PASS
HN002-T2	CCL3L1	17	34623842	34625731	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	2	0	FALSE	DIPLOID	PASS
HN002-T2	CCL4	17	34430983	34433014	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	8	2	FALSE	DIPLOID	PASS
HN002-T2	CCL4L2	17	34639793	34641846	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	1	0	FALSE	DIPLOID	PASS
HN002-T2	CCL5	17	34198495	34207797	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	37	0	FALSE	DIPLOID	PASS
HN002-T2	CCL7	17	32597240	32599261	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	8	0	FALSE	DIPLOID	PASS
HN002-T2	CCL8	17	32646055	32648421	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	10	0	FALSE	DIPLOID	PASS
HN002-T2	CCM2	7	45039074	45116068	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	307	12	FALSE	GAIN	PASS
HN002-T2	CCM2L	20	30598253	30619983	FALSE	34	-0.0276157496237487	6	60500	62964366	1	2	1	1	2	1	62903866	1	554	87	1	FALSE	DIPLOID	PASS
HN002-T2	CCNA1	13	37005657	37017019	FALSE	27	-0.0405463752888811	5	19020550	115095705	1	2	1	1	2	1	96075155	1	326	45	0	FALSE	DIPLOID	PASS
HN002-T2	CCNA2	4	122737599	122745088	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	30	6	FALSE	DIPLOID	PASS
HN002-T2	CCNB1	5	68462837	68474072	FALSE	12	-0.0427246494210421	7	52640150	130828450	1	2	1	1	2	1	78188300	1	282	45	10	FALSE	DIPLOID	PASS
HN002-T2	CCNB1IP1	14	20779527	20801471	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	87	23	FALSE	DIPLOID	PASS
HN002-T2	CCNB2	15	59397277	59417244	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	81	14	FALSE	DIPLOID	PASS
HN002-T2	CCNB3	23	49967364	50094909	FALSE	37	0.817990165221837	14	60800	105171550	0.793183883159547	2	NA	0.793183883159547	2	NA	105110750	NA	525	275	0	FALSE	INDETERMINATE	PASS
HN002-T2	CCNC	6	99990256	100016849	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	106	25	FALSE	GAIN	PASS
HN002-T2	CCND1	11	69455855	69469242	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	54	0	FALSE	DIPLOID	PASS
HN002-T2	CCND2	12	4382938	4414516	FALSE	24	-0.0244882540041839	6	60750	7402350	1	2	1	1	2	1	7341600	1	96	126	26	FALSE	DIPLOID	PASS
HN002-T2	CCND3	6	41902671	42018095	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	461	62	FALSE	GAIN	PASS
HN002-T2	CCNDBP1	15	43477316	43489374	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	49	3	FALSE	DIPLOID	PASS
HN002-T2	CCNE1	19	30302805	30315215	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	49	8	FALSE	DIPLOID	PASS
HN002-T2	CCNE2	8	95891998	95908906	FALSE	18	0.484070192086309	13	23050	146301250	0.866057241718663	3	1	0.866057241718663	3	1	146278200	2	694	67	3	FALSE	GAIN	PASS
HN002-T2	CCNF	16	2479395	2508855	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	117	29	FALSE	DIPLOID	PASS
HN002-T2	CCNG1	5	162864575	162873157	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	35	3	FALSE	DIPLOID	PASS
HN002-T2	CCNG2	4	78078304	78354542	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	1104	93	FALSE	DIPLOID	PASS
HN002-T2	CCNH	5	86614233	86708836	FALSE	12	-0.0427246494210421	7	52640150	130828450	1	2	1	1	2	1	78188300	1	282	378	2	FALSE	DIPLOID	PASS
HN002-T2	CCNI	4	77968311	77997158	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	115	9	FALSE	DIPLOID	PASS
HN002-T2	CCNI2	5	132083137	132090095	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	28	0	FALSE	DIPLOID	PASS
HN002-T2	CCNJ	10	97803151	97820627	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	69	0	FALSE	HETLOSS	PASS
HN002-T2	CCNJL	5	159676113	159772403	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	386	45	FALSE	DIPLOID	PASS
HN002-T2	CCNK	14	99947506	100001381	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	214	28	FALSE	DIPLOID	PASS
HN002-T2	CCNL1	3	156864297	156878549	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	56	7	FALSE	HETLOSS	PASS
HN002-T2	CCNL2	1	1321091	1334708	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	55	0	FALSE	DIPLOID	PASS
HN002-T2	CCNO	5	54526980	54529508	FALSE	12	-0.0427246494210421	7	52640150	130828450	1	2	1	1	2	1	78188300	1	282	10	2	FALSE	DIPLOID	PASS
HN002-T2	CCNQ	23	152853377	152865500	TRUE	39	0.81714594916093	14	105174500	155238600	0.793183883159547	2	NA	0.793183883159547	2	NA	50064100	NA	328	37	0	FALSE	INDETERMINATE	PASS
HN002-T2	CCNT1	12	49082241	49110781	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	113	3	FALSE	DIPLOID	PASS
HN002-T2	CCNT2	2	135675805	135716912	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	165	4	FALSE	DIPLOID	PASS
HN002-T2	CCNY	10	35535953	35861597	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	1301	21	FALSE	HETLOSS	PASS
HN002-T2	CCNYL1	2	208576264	208626563	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	201	3	FALSE	DIPLOID	PASS
HN002-T2	CCP110	16	19535133	19564730	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	118	3	FALSE	DIPLOID	PASS
HN002-T2	CCPG1	15	55632230	55700708	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	274	89	FALSE	DIPLOID	PASS
HN002-T2	CCR1	3	46243200	46249887	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	27	0	FALSE	HETLOSS	PASS
HN002-T2	CCR10	17	40830907	40835935	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	20	0	FALSE	DIPLOID	PASS
HN002-T2	CCR2	3	46395225	46402419	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	29	8	FALSE	HETLOSS	PASS
HN002-T2	CCR3	3	46205096	46308197	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	412	30	FALSE	HETLOSS	PASS
HN002-T2	CCR4	3	32993066	32997841	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	20	0	FALSE	HETLOSS	PASS
HN002-T2	CCR5	3	46412345	46417697	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	22	5	FALSE	HETLOSS	PASS
